index,HomePlanet_entire,HomePlanet_died,HomePlanet_rate,index.1,CryoSleep_entire,CryoSleep_died,CryoSleep_rate,index.2,Cabin_entire,Cabin_died,Cabin_rate,index.3,Cabin_num_entire,Cabin_num_died,Cabin_num_rate,index.4,Cabin_port_entire,Cabin_port_died,Cabin_port_rate,index.5,Destination_entire,Destination_died,Destination_rate,index.6,Age_entire,Age_died,Age_rate,index.7,VIP_entire,VIP_died,VIP_rate,index.8,RoomService_entire,RoomService_died,RoomService_rate,index.9,FoodCourt_entire,FoodCourt_died,FoodCourt_rate,index.10,ShoppingMall_entire,ShoppingMall_died,ShoppingMall_rate,index.11,Spa_entire,Spa_died,Spa_rate,index,VRDeck_entire,VRDeck_died,VRDeck_rate
,,,,,,,,,,,,475,8,3,37.5,,,,,,,,,,,,,,,,,643.0,1.0,1.0,100.0,690.0,3.0,2.0,66.67,626.0,2.0,2.0,100.0,645.0,1.0,1.0,100.0,632,2,1,50.0
,,,,,,,,,,,,476,4,4,100.0,,,,,,,,,,,,,,,,,644.0,1.0,1.0,100.0,691.0,1.0,1.0,100.0,627.0,1.0,1.0,100.0,646.0,4.0,3.0,75.0,633,2,1,50.0
,,,,,,,,,,,,477,6,4,66.67,,,,,,,,,,,,,,,,,646.0,2.0,1.0,50.0,692.0,2.0,1.0,50.0,628.0,6.0,1.0,16.67,649.0,1.0,1.0,100.0,634,2,2,100.0
,,,,,,,,,,,,478,6,6,100.0,,,,,,,,,,,,,,,,,647.0,2.0,1.0,50.0,694.0,1.0,1.0,100.0,631.0,2.0,2.0,100.0,650.0,2.0,2.0,100.0,636,2,2,100.0
,,,,,,,,,,,,479,3,2,66.67,,,,,,,,,,,,,,,,,649.0,2.0,1.0,50.0,695.0,2.0,2.0,100.0,632.0,1.0,1.0,100.0,654.0,2.0,1.0,50.0,637,3,3,100.0
,,,,,,,,,,,,480,2,1,50.0,,,,,,,,,,,,,,,,,651.0,1.0,1.0,100.0,697.0,2.0,1.0,50.0,634.0,5.0,1.0,20.0,656.0,1.0,1.0,100.0,638,2,2,100.0
,,,,,,,,,,,,481,4,2,50.0,,,,,,,,,,,,,,,,,653.0,2.0,2.0,100.0,698.0,1.0,1.0,100.0,635.0,3.0,2.0,66.67,658.0,2.0,2.0,100.0,639,1,1,100.0
,,,,,,,,,,,,482,4,3,75.0,,,,,,,,,,,,,,,,,654.0,2.0,1.0,50.0,699.0,2.0,1.0,50.0,636.0,1.0,1.0,100.0,659.0,3.0,3.0,100.0,640,5,4,80.0
,,,,,,,,,,,,483,4,2,50.0,,,,,,,,,,,,,,,,,657.0,2.0,1.0,50.0,700.0,5.0,3.0,60.0,638.0,5.0,4.0,80.0,660.0,4.0,4.0,100.0,642,5,3,60.0
,,,,,,,,,,,,484,2,2,100.0,,,,,,,,,,,,,,,,,661.0,3.0,2.0,66.67,701.0,1.0,1.0,100.0,640.0,2.0,1.0,50.0,661.0,1.0,1.0,100.0,643,1,1,100.0
,,,,,,,,,,,,485,6,1,16.67,,,,,,,,,,,,,,,,,662.0,2.0,2.0,100.0,702.0,2.0,2.0,100.0,642.0,8.0,6.0,75.0,662.0,3.0,3.0,100.0,644,1,1,100.0
,,,,,,,,,,,,486,4,3,75.0,,,,,,,,,,,,,,,,,663.0,1.0,1.0,100.0,704.0,3.0,1.0,33.33,646.0,1.0,1.0,100.0,663.0,2.0,2.0,100.0,645,2,2,100.0
,,,,,,,,,,,,487,4,3,75.0,,,,,,,,,,,,,,,,,664.0,3.0,3.0,100.0,709.0,2.0,1.0,50.0,648.0,2.0,2.0,100.0,664.0,2.0,2.0,100.0,647,16,9,56.25
,,,,,,,,,,,,488,5,5,100.0,,,,,,,,,,,,,,,,,665.0,2.0,2.0,100.0,714.0,3.0,1.0,33.33,653.0,2.0,2.0,100.0,665.0,2.0,2.0,100.0,649,1,1,100.0
,,,,,,,,,,,,489,3,1,33.33,,,,,,,,,,,,,,,,,666.0,3.0,1.0,33.33,715.0,2.0,2.0,100.0,654.0,4.0,3.0,75.0,668.0,2.0,1.0,50.0,653,2,1,50.0
,,,,,,,,,,,,490,4,3,75.0,,,,,,,,,,,,,,,,,667.0,2.0,1.0,50.0,717.0,5.0,2.0,40.0,655.0,2.0,1.0,50.0,669.0,4.0,4.0,100.0,654,3,1,33.33
,,,,,,,,,,,,491,2,1,50.0,,,,,,,,,,,,,,,,,668.0,1.0,1.0,100.0,722.0,3.0,3.0,100.0,656.0,1.0,1.0,100.0,670.0,3.0,3.0,100.0,655,1,1,100.0
,,,,,,,,,,,,492,7,2,28.57,,,,,,,,,,,,,,,,,672.0,2.0,2.0,100.0,723.0,4.0,3.0,75.0,657.0,4.0,3.0,75.0,671.0,3.0,2.0,66.67,657,1,1,100.0
,,,,,,,,,,,,493,3,2,66.67,,,,,,,,,,,,,,,,,673.0,1.0,1.0,100.0,725.0,2.0,1.0,50.0,658.0,1.0,1.0,100.0,672.0,2.0,2.0,100.0,658,2,1,50.0
,,,,,,,,,,,,495,2,2,100.0,,,,,,,,,,,,,,,,,676.0,3.0,3.0,100.0,726.0,2.0,1.0,50.0,659.0,3.0,1.0,33.33,673.0,3.0,3.0,100.0,659,4,3,75.0
,,,,,,,,,,,,496,4,4,100.0,,,,,,,,,,,,,,,,,678.0,1.0,1.0,100.0,727.0,2.0,2.0,100.0,660.0,3.0,1.0,33.33,674.0,1.0,1.0,100.0,661,4,2,50.0
,,,,,,,,,,,,497,2,2,100.0,,,,,,,,,,,,,,,,,679.0,2.0,2.0,100.0,728.0,2.0,1.0,50.0,661.0,5.0,1.0,20.0,675.0,2.0,2.0,100.0,663,2,2,100.0
,,,,,,,,,,,,498,3,3,100.0,,,,,,,,,,,,,,,,,682.0,1.0,1.0,100.0,731.0,1.0,1.0,100.0,662.0,2.0,1.0,50.0,676.0,4.0,4.0,100.0,665,1,1,100.0
,,,,,,,,,,,,499,8,4,50.0,,,,,,,,,,,,,,,,,685.0,1.0,1.0,100.0,734.0,1.0,1.0,100.0,663.0,1.0,1.0,100.0,677.0,3.0,3.0,100.0,667,2,2,100.0
,,,,,,,,,,,,500,6,3,50.0,,,,,,,,,,,,,,,,,686.0,2.0,1.0,50.0,736.0,1.0,1.0,100.0,664.0,2.0,2.0,100.0,678.0,2.0,2.0,100.0,669,1,1,100.0
,,,,,,,,,,,,501,3,2,66.67,,,,,,,,,,,,,,,,,688.0,4.0,3.0,75.0,737.0,1.0,1.0,100.0,665.0,2.0,2.0,100.0,679.0,3.0,3.0,100.0,671,3,1,33.33
,,,,,,,,,,,,502,4,2,50.0,,,,,,,,,,,,,,,,,689.0,1.0,1.0,100.0,738.0,1.0,1.0,100.0,666.0,1.0,1.0,100.0,681.0,2.0,2.0,100.0,672,2,2,100.0
,,,,,,,,,,,,504,4,3,75.0,,,,,,,,,,,,,,,,,690.0,2.0,2.0,100.0,739.0,1.0,1.0,100.0,667.0,1.0,1.0,100.0,683.0,1.0,1.0,100.0,673,2,2,100.0
,,,,,,,,,,,,505,8,5,62.5,,,,,,,,,,,,,,,,,691.0,4.0,4.0,100.0,741.0,3.0,2.0,66.67,669.0,2.0,2.0,100.0,684.0,1.0,1.0,100.0,676,2,1,50.0
,,,,,,,,,,,,506,5,4,80.0,,,,,,,,,,,,,,,,,694.0,2.0,2.0,100.0,742.0,1.0,1.0,100.0,670.0,4.0,2.0,50.0,685.0,3.0,3.0,100.0,677,2,2,100.0
,,,,,,,,,,,,508,6,2,33.33,,,,,,,,,,,,,,,,,695.0,3.0,3.0,100.0,745.0,2.0,1.0,50.0,671.0,3.0,2.0,66.67,686.0,2.0,1.0,50.0,679,1,1,100.0
,,,,,,,,,,,,510,5,5,100.0,,,,,,,,,,,,,,,,,697.0,3.0,3.0,100.0,746.0,2.0,2.0,100.0,674.0,1.0,1.0,100.0,687.0,1.0,1.0,100.0,680,1,1,100.0
,,,,,,,,,,,,511,4,2,50.0,,,,,,,,,,,,,,,,,699.0,2.0,1.0,50.0,747.0,3.0,3.0,100.0,677.0,2.0,1.0,50.0,689.0,1.0,1.0,100.0,681,2,2,100.0
,,,,,,,,,,,,512,3,3,100.0,,,,,,,,,,,,,,,,,700.0,1.0,1.0,100.0,748.0,2.0,1.0,50.0,678.0,1.0,1.0,100.0,690.0,4.0,1.0,25.0,683,2,2,100.0
,,,,,,,,,,,,513,6,4,66.67,,,,,,,,,,,,,,,,,701.0,2.0,2.0,100.0,749.0,1.0,1.0,100.0,679.0,1.0,1.0,100.0,691.0,1.0,1.0,100.0,686,1,1,100.0
,,,,,,,,,,,,514,4,3,75.0,,,,,,,,,,,,,,,,,703.0,1.0,1.0,100.0,750.0,1.0,1.0,100.0,681.0,3.0,1.0,33.33,692.0,3.0,2.0,66.67,687,3,2,66.67
,,,,,,,,,,,,515,3,2,66.67,,,,,,,,,,,,,,,,,704.0,1.0,1.0,100.0,753.0,3.0,1.0,33.33,682.0,1.0,1.0,100.0,693.0,1.0,1.0,100.0,689,1,1,100.0
,,,,,,,,,,,,516,6,4,66.67,,,,,,,,,,,,,,,,,705.0,2.0,1.0,50.0,756.0,3.0,1.0,33.33,683.0,1.0,1.0,100.0,694.0,1.0,1.0,100.0,691,1,1,100.0
,,,,,,,,,,,,517,5,1,20.0,,,,,,,,,,,,,,,,,706.0,1.0,1.0,100.0,758.0,1.0,1.0,100.0,684.0,1.0,1.0,100.0,696.0,3.0,2.0,66.67,692,2,2,100.0
,,,,,,,,,,,,519,2,1,50.0,,,,,,,,,,,,,,,,,707.0,1.0,1.0,100.0,760.0,5.0,5.0,100.0,686.0,1.0,1.0,100.0,698.0,3.0,2.0,66.67,693,3,2,66.67
,,,,,,,,,,,,520,3,2,66.67,,,,,,,,,,,,,,,,,708.0,15.0,1.0,6.67,763.0,2.0,2.0,100.0,687.0,5.0,2.0,40.0,699.0,3.0,2.0,66.67,695,1,1,100.0
,,,,,,,,,,,,521,6,6,100.0,,,,,,,,,,,,,,,,,711.0,2.0,1.0,50.0,764.0,2.0,1.0,50.0,688.0,1.0,1.0,100.0,700.0,2.0,2.0,100.0,697,2,2,100.0
,,,,,,,,,,,,522,7,4,57.14,,,,,,,,,,,,,,,,,712.0,3.0,3.0,100.0,767.0,1.0,1.0,100.0,689.0,3.0,1.0,33.33,702.0,2.0,2.0,100.0,698,2,1,50.0
,,,,,,,,,,,,523,7,3,42.86,,,,,,,,,,,,,,,,,713.0,1.0,1.0,100.0,769.0,2.0,1.0,50.0,690.0,4.0,3.0,75.0,703.0,4.0,2.0,50.0,700,2,2,100.0
,,,,,,,,,,,,524,4,3,75.0,,,,,,,,,,,,,,,,,714.0,3.0,3.0,100.0,770.0,1.0,1.0,100.0,691.0,1.0,1.0,100.0,704.0,2.0,2.0,100.0,701,3,2,66.67
,,,,,,,,,,,,525,12,3,25.0,,,,,,,,,,,,,,,,,715.0,4.0,3.0,75.0,772.0,1.0,1.0,100.0,693.0,4.0,2.0,50.0,708.0,1.0,1.0,100.0,702,2,2,100.0
,,,,,,,,,,,,526,3,2,66.67,,,,,,,,,,,,,,,,,716.0,1.0,1.0,100.0,773.0,3.0,3.0,100.0,694.0,5.0,4.0,80.0,709.0,1.0,1.0,100.0,704,5,3,60.0
,,,,,,,,,,,,527,3,1,33.33,,,,,,,,,,,,,,,,,717.0,4.0,4.0,100.0,774.0,2.0,1.0,50.0,696.0,1.0,1.0,100.0,710.0,1.0,1.0,100.0,705,2,1,50.0
,,,,,,,,,,,,528,3,3,100.0,,,,,,,,,,,,,,,,,718.0,2.0,1.0,50.0,776.0,2.0,1.0,50.0,699.0,4.0,2.0,50.0,711.0,2.0,2.0,100.0,706,2,2,100.0
,,,,,,,,,,,,529,3,2,66.67,,,,,,,,,,,,,,,,,719.0,2.0,2.0,100.0,779.0,4.0,3.0,75.0,700.0,2.0,1.0,50.0,712.0,4.0,3.0,75.0,707,2,1,50.0
,,,,,,,,,,,,530,5,4,80.0,,,,,,,,,,,,,,,,,720.0,1.0,1.0,100.0,780.0,3.0,1.0,33.33,701.0,1.0,1.0,100.0,713.0,2.0,2.0,100.0,708,1,1,100.0
,,,,,,,,,,,,531,5,3,60.0,,,,,,,,,,,,,,,,,721.0,3.0,2.0,66.67,782.0,3.0,2.0,66.67,702.0,1.0,1.0,100.0,714.0,1.0,1.0,100.0,713,1,1,100.0
,,,,,,,,,,,,532,7,5,71.43,,,,,,,,,,,,,,,,,724.0,2.0,1.0,50.0,787.0,2.0,1.0,50.0,704.0,4.0,3.0,75.0,716.0,3.0,2.0,66.67,714,1,1,100.0
,,,,,,,,,,,,533,8,3,37.5,,,,,,,,,,,,,,,,,725.0,3.0,2.0,66.67,788.0,2.0,1.0,50.0,705.0,1.0,1.0,100.0,717.0,3.0,3.0,100.0,715,3,3,100.0
,,,,,,,,,,,,534,4,1,25.0,,,,,,,,,,,,,,,,,726.0,1.0,1.0,100.0,789.0,1.0,1.0,100.0,708.0,3.0,1.0,33.33,718.0,1.0,1.0,100.0,716,1,1,100.0
,,,,,,,,,,,,535,5,3,60.0,,,,,,,,,,,,,,,,,728.0,2.0,1.0,50.0,790.0,3.0,1.0,33.33,709.0,1.0,1.0,100.0,719.0,2.0,2.0,100.0,717,1,1,100.0
,,,,,,,,,,,,536,4,2,50.0,,,,,,,,,,,,,,,,,731.0,1.0,1.0,100.0,791.0,2.0,1.0,50.0,713.0,6.0,3.0,50.0,720.0,3.0,2.0,66.67,718,2,1,50.0
,,,,,,,,,,,,537,7,5,71.43,,,,,,,,,,,,,,,,,732.0,1.0,1.0,100.0,792.0,1.0,1.0,100.0,714.0,2.0,1.0,50.0,721.0,5.0,3.0,60.0,719,2,1,50.0
,,,,,,,,,,,,538,2,1,50.0,,,,,,,,,,,,,,,,,733.0,4.0,4.0,100.0,793.0,1.0,1.0,100.0,715.0,3.0,1.0,33.33,722.0,2.0,2.0,100.0,722,2,2,100.0
,,,,,,,,,,,,539,6,3,50.0,,,,,,,,,,,,,,,,,735.0,3.0,3.0,100.0,794.0,3.0,2.0,66.67,717.0,4.0,1.0,25.0,723.0,1.0,1.0,100.0,723,1,1,100.0
,,,,,,,,,,,,540,4,4,100.0,,,,,,,,,,,,,,,,,736.0,2.0,2.0,100.0,799.0,1.0,1.0,100.0,718.0,2.0,2.0,100.0,724.0,4.0,3.0,75.0,726,1,1,100.0
,,,,,,,,,,,,541,8,4,50.0,,,,,,,,,,,,,,,,,737.0,3.0,3.0,100.0,802.0,2.0,2.0,100.0,719.0,4.0,3.0,75.0,725.0,3.0,3.0,100.0,727,1,1,100.0
,,,,,,,,,,,,542,5,4,80.0,,,,,,,,,,,,,,,,,738.0,1.0,1.0,100.0,804.0,2.0,1.0,50.0,722.0,3.0,1.0,33.33,726.0,3.0,3.0,100.0,728,1,1,100.0
,,,,,,,,,,,,543,5,2,40.0,,,,,,,,,,,,,,,,,740.0,1.0,1.0,100.0,805.0,1.0,1.0,100.0,724.0,1.0,1.0,100.0,727.0,1.0,1.0,100.0,729,3,3,100.0
,,,,,,,,,,,,544,4,2,50.0,,,,,,,,,,,,,,,,,741.0,2.0,2.0,100.0,807.0,9.0,8.0,88.89,726.0,2.0,2.0,100.0,731.0,2.0,2.0,100.0,731,3,2,66.67
,,,,,,,,,,,,545,5,2,40.0,,,,,,,,,,,,,,,,,742.0,1.0,1.0,100.0,809.0,6.0,4.0,66.67,729.0,1.0,1.0,100.0,732.0,5.0,5.0,100.0,732,1,1,100.0
,,,,,,,,,,,,546,6,2,33.33,,,,,,,,,,,,,,,,,743.0,5.0,2.0,40.0,810.0,4.0,3.0,75.0,730.0,2.0,1.0,50.0,733.0,3.0,3.0,100.0,733,2,2,100.0
,,,,,,,,,,,,547,6,2,33.33,,,,,,,,,,,,,,,,,745.0,1.0,1.0,100.0,813.0,1.0,1.0,100.0,733.0,1.0,1.0,100.0,734.0,2.0,1.0,50.0,734,1,1,100.0
,,,,,,,,,,,,548,5,3,60.0,,,,,,,,,,,,,,,,,746.0,1.0,1.0,100.0,819.0,2.0,1.0,50.0,736.0,4.0,3.0,75.0,735.0,1.0,1.0,100.0,736,1,1,100.0
,,,,,,,,,,,,549,3,2,66.67,,,,,,,,,,,,,,,,,748.0,4.0,3.0,75.0,821.0,1.0,1.0,100.0,738.0,2.0,1.0,50.0,737.0,1.0,1.0,100.0,738,1,1,100.0
,,,,,,,,,,,,550,5,4,80.0,,,,,,,,,,,,,,,,,749.0,2.0,2.0,100.0,822.0,1.0,1.0,100.0,741.0,4.0,3.0,75.0,738.0,1.0,1.0,100.0,739,2,2,100.0
,,,,,,,,,,,,551,4,1,25.0,,,,,,,,,,,,,,,,,750.0,2.0,2.0,100.0,823.0,2.0,2.0,100.0,744.0,3.0,2.0,66.67,739.0,3.0,3.0,100.0,740,1,1,100.0
,,,,,,,,,,,,553,6,3,50.0,,,,,,,,,,,,,,,,,751.0,4.0,3.0,75.0,824.0,2.0,1.0,50.0,745.0,1.0,1.0,100.0,740.0,2.0,2.0,100.0,741,2,2,100.0
,,,,,,,,,,,,554,5,4,80.0,,,,,,,,,,,,,,,,,752.0,1.0,1.0,100.0,827.0,1.0,1.0,100.0,746.0,1.0,1.0,100.0,744.0,1.0,1.0,100.0,744,1,1,100.0
,,,,,,,,,,,,555,5,2,40.0,,,,,,,,,,,,,,,,,753.0,2.0,2.0,100.0,828.0,1.0,1.0,100.0,747.0,2.0,1.0,50.0,745.0,2.0,1.0,50.0,746,2,2,100.0
,,,,,,,,,,,,556,5,3,60.0,,,,,,,,,,,,,,,,,754.0,1.0,1.0,100.0,831.0,2.0,1.0,50.0,750.0,2.0,1.0,50.0,746.0,2.0,2.0,100.0,747,1,1,100.0
,,,,,,,,,,,,557,3,2,66.67,,,,,,,,,,,,,,,,,755.0,1.0,1.0,100.0,835.0,1.0,1.0,100.0,752.0,1.0,1.0,100.0,747.0,2.0,1.0,50.0,748,2,2,100.0
,,,,,,,,,,,,558,6,4,66.67,,,,,,,,,,,,,,,,,756.0,2.0,2.0,100.0,837.0,2.0,2.0,100.0,753.0,1.0,1.0,100.0,748.0,1.0,1.0,100.0,749,1,1,100.0
,,,,,,,,,,,,559,5,5,100.0,,,,,,,,,,,,,,,,,757.0,2.0,2.0,100.0,838.0,1.0,1.0,100.0,754.0,4.0,3.0,75.0,749.0,1.0,1.0,100.0,752,1,1,100.0
,,,,,,,,,,,,561,5,4,80.0,,,,,,,,,,,,,,,,,758.0,4.0,4.0,100.0,840.0,1.0,1.0,100.0,756.0,4.0,4.0,100.0,750.0,2.0,2.0,100.0,754,6,5,83.33
,,,,,,,,,,,,562,5,2,40.0,,,,,,,,,,,,,,,,,759.0,2.0,2.0,100.0,841.0,4.0,2.0,50.0,757.0,1.0,1.0,100.0,751.0,1.0,1.0,100.0,755,1,1,100.0
,,,,,,,,,,,,563,5,3,60.0,,,,,,,,,,,,,,,,,760.0,2.0,1.0,50.0,846.0,2.0,1.0,50.0,758.0,1.0,1.0,100.0,752.0,1.0,1.0,100.0,756,2,1,50.0
,,,,,,,,,,,,564,6,4,66.67,,,,,,,,,,,,,,,,,761.0,2.0,1.0,50.0,847.0,4.0,3.0,75.0,761.0,5.0,3.0,60.0,753.0,1.0,1.0,100.0,757,3,3,100.0
,,,,,,,,,,,,565,4,2,50.0,,,,,,,,,,,,,,,,,762.0,1.0,1.0,100.0,850.0,2.0,2.0,100.0,762.0,1.0,1.0,100.0,754.0,2.0,2.0,100.0,761,2,2,100.0
,,,,,,,,,,,,566,3,2,66.67,,,,,,,,,,,,,,,,,764.0,1.0,1.0,100.0,852.0,2.0,1.0,50.0,763.0,1.0,1.0,100.0,755.0,2.0,2.0,100.0,764,3,2,66.67
,,,,,,,,,,,,567,4,3,75.0,,,,,,,,,,,,,,,,,765.0,2.0,2.0,100.0,854.0,2.0,1.0,50.0,766.0,1.0,1.0,100.0,756.0,2.0,1.0,50.0,765,1,1,100.0
,,,,,,,,,,,,568,5,3,60.0,,,,,,,,,,,,,,,,,766.0,2.0,1.0,50.0,856.0,2.0,2.0,100.0,771.0,1.0,1.0,100.0,757.0,1.0,1.0,100.0,766,3,2,66.67
,,,,,,,,,,,,569,2,2,100.0,,,,,,,,,,,,,,,,,767.0,1.0,1.0,100.0,858.0,2.0,1.0,50.0,773.0,1.0,1.0,100.0,759.0,2.0,2.0,100.0,769,2,1,50.0
,,,,,,,,,,,,570,7,5,71.43,,,,,,,,,,,,,,,,,768.0,2.0,1.0,50.0,859.0,1.0,1.0,100.0,777.0,1.0,1.0,100.0,760.0,1.0,1.0,100.0,772,2,2,100.0
,,,,,,,,,,,,571,7,2,28.57,,,,,,,,,,,,,,,,,769.0,1.0,1.0,100.0,865.0,2.0,1.0,50.0,779.0,2.0,2.0,100.0,762.0,2.0,1.0,50.0,773,4,4,100.0
,,,,,,,,,,,,572,3,2,66.67,,,,,,,,,,,,,,,,,770.0,2.0,1.0,50.0,866.0,1.0,1.0,100.0,782.0,2.0,1.0,50.0,763.0,1.0,1.0,100.0,774,2,1,50.0
,,,,,,,,,,,,573,4,2,50.0,,,,,,,,,,,,,,,,,771.0,2.0,2.0,100.0,867.0,2.0,1.0,50.0,783.0,2.0,1.0,50.0,764.0,2.0,1.0,50.0,776,2,2,100.0
,,,,,,,,,,,,574,7,3,42.86,,,,,,,,,,,,,,,,,772.0,1.0,1.0,100.0,869.0,2.0,1.0,50.0,785.0,1.0,1.0,100.0,765.0,1.0,1.0,100.0,777,2,2,100.0
,,,,,,,,,,,,575,7,6,85.71,,,,,,,,,,,,,,,,,773.0,3.0,2.0,66.67,871.0,1.0,1.0,100.0,787.0,2.0,2.0,100.0,768.0,3.0,3.0,100.0,778,1,1,100.0
,,,,,,,,,,,,576,5,3,60.0,,,,,,,,,,,,,,,,,775.0,1.0,1.0,100.0,876.0,1.0,1.0,100.0,789.0,1.0,1.0,100.0,769.0,3.0,2.0,66.67,779,2,2,100.0
,,,,,,,,,,,,577,6,2,33.33,,,,,,,,,,,,,,,,,776.0,1.0,1.0,100.0,877.0,1.0,1.0,100.0,790.0,2.0,1.0,50.0,770.0,1.0,1.0,100.0,780,1,1,100.0
,,,,,,,,,,,,578,5,5,100.0,,,,,,,,,,,,,,,,,777.0,1.0,1.0,100.0,878.0,3.0,3.0,100.0,791.0,2.0,1.0,50.0,771.0,2.0,1.0,50.0,781,2,2,100.0
,,,,,,,,,,,,579,3,1,33.33,,,,,,,,,,,,,,,,,779.0,2.0,2.0,100.0,880.0,1.0,1.0,100.0,792.0,2.0,1.0,50.0,772.0,1.0,1.0,100.0,782,2,2,100.0
,,,,,,,,,,,,580,5,3,60.0,,,,,,,,,,,,,,,,,781.0,4.0,2.0,50.0,881.0,1.0,1.0,100.0,794.0,2.0,2.0,100.0,773.0,2.0,1.0,50.0,783,1,1,100.0
,,,,,,,,,,,,581,3,1,33.33,,,,,,,,,,,,,,,,,782.0,1.0,1.0,100.0,886.0,1.0,1.0,100.0,795.0,4.0,1.0,25.0,774.0,2.0,2.0,100.0,784,2,2,100.0
,,,,,,,,,,,,582,5,3,60.0,,,,,,,,,,,,,,,,,784.0,3.0,2.0,66.67,888.0,2.0,1.0,50.0,796.0,4.0,2.0,50.0,775.0,1.0,1.0,100.0,785,2,2,100.0
,,,,,,,,,,,,583,2,1,50.0,,,,,,,,,,,,,,,,,786.0,3.0,2.0,66.67,889.0,2.0,2.0,100.0,797.0,1.0,1.0,100.0,777.0,1.0,1.0,100.0,787,1,1,100.0
,,,,,,,,,,,,584,4,3,75.0,,,,,,,,,,,,,,,,,787.0,2.0,2.0,100.0,890.0,1.0,1.0,100.0,798.0,1.0,1.0,100.0,778.0,3.0,2.0,66.67,788,2,2,100.0
,,,,,,,,,,,,585,7,2,28.57,,,,,,,,,,,,,,,,,789.0,1.0,1.0,100.0,891.0,1.0,1.0,100.0,799.0,1.0,1.0,100.0,780.0,1.0,1.0,100.0,791,2,1,50.0
,,,,,,,,,,,,586,6,2,33.33,,,,,,,,,,,,,,,,,790.0,1.0,1.0,100.0,896.0,4.0,1.0,25.0,800.0,4.0,1.0,25.0,781.0,1.0,1.0,100.0,792,2,1,50.0
,,,,,,,,,,,,587,3,2,66.67,,,,,,,,,,,,,,,,,792.0,2.0,1.0,50.0,897.0,1.0,1.0,100.0,801.0,6.0,4.0,66.67,782.0,2.0,2.0,100.0,793,2,1,50.0
,,,,,,,,,,,,588,5,2,40.0,,,,,,,,,,,,,,,,,793.0,2.0,2.0,100.0,901.0,1.0,1.0,100.0,802.0,3.0,3.0,100.0,784.0,1.0,1.0,100.0,794,3,3,100.0
,,,,,,,,,,,,589,3,3,100.0,,,,,,,,,,,,,,,,,794.0,1.0,1.0,100.0,903.0,1.0,1.0,100.0,,,,,785.0,3.0,3.0,100.0,796,1,1,100.0
,,,,,,,,,,,,590,2,1,50.0,,,,,,,,,,,,,,,,,796.0,1.0,1.0,100.0,904.0,1.0,1.0,100.0,,,,,786.0,3.0,2.0,66.67,799,1,1,100.0
,,,,,,,,,,,,591,5,5,100.0,,,,,,,,,,,,,,,,,797.0,1.0,1.0,100.0,909.0,1.0,1.0,100.0,,,,,787.0,2.0,2.0,100.0,800,4,1,25.0
,,,,,,,,,,,,592,6,4,66.67,,,,,,,,,,,,,,,,,799.0,2.0,2.0,100.0,910.0,3.0,3.0,100.0,,,,,788.0,4.0,4.0,100.0,801,2,1,50.0
,,,,,,,,,,,,593,5,2,40.0,,,,,,,,,,,,,,,,,801.0,3.0,2.0,66.67,912.0,1.0,1.0,100.0,,,,,789.0,1.0,1.0,100.0,803,4,3,75.0
,,,,,,,,,,,,594,4,3,75.0,,,,,,,,,,,,,,,,,802.0,2.0,1.0,50.0,914.0,3.0,1.0,33.33,,,,,793.0,1.0,1.0,100.0,804,1,1,100.0
,,,,,,,,,,,,595,6,2,33.33,,,,,,,,,,,,,,,,,803.0,2.0,1.0,50.0,917.0,1.0,1.0,100.0,,,,,795.0,6.0,3.0,50.0,805,1,1,100.0
,,,,,,,,,,,,596,2,1,50.0,,,,,,,,,,,,,,,,,804.0,3.0,3.0,100.0,918.0,3.0,2.0,66.67,,,,,797.0,3.0,2.0,66.67,807,2,2,100.0
,,,,,,,,,,,,597,3,2,66.67,,,,,,,,,,,,,,,,,806.0,2.0,2.0,100.0,920.0,1.0,1.0,100.0,,,,,798.0,1.0,1.0,100.0,808,1,1,100.0
,,,,,,,,,,,,598,4,3,75.0,,,,,,,,,,,,,,,,,808.0,1.0,1.0,100.0,922.0,3.0,3.0,100.0,,,,,799.0,1.0,1.0,100.0,809,2,2,100.0
,,,,,,,,,,,,599,3,3,100.0,,,,,,,,,,,,,,,,,809.0,3.0,2.0,66.67,924.0,1.0,1.0,100.0,,,,,800.0,1.0,1.0,100.0,810,5,4,80.0
,,,,,,,,,,,,600,5,1,20.0,,,,,,,,,,,,,,,,,810.0,2.0,2.0,100.0,925.0,2.0,1.0,50.0,,,,,802.0,1.0,1.0,100.0,811,4,3,75.0
,,,,,,,,,,,,601,7,6,85.71,,,,,,,,,,,,,,,,,814.0,2.0,1.0,50.0,927.0,2.0,2.0,100.0,,,,,804.0,1.0,1.0,100.0,812,1,1,100.0
,,,,,,,,,,,,602,6,5,83.33,,,,,,,,,,,,,,,,,815.0,3.0,2.0,66.67,929.0,2.0,2.0,100.0,,,,,805.0,1.0,1.0,100.0,813,2,1,50.0
,,,,,,,,,,,,603,6,3,50.0,,,,,,,,,,,,,,,,,817.0,1.0,1.0,100.0,930.0,1.0,1.0,100.0,,,,,806.0,2.0,2.0,100.0,815,2,2,100.0
,,,,,,,,,,,,604,4,1,25.0,,,,,,,,,,,,,,,,,818.0,1.0,1.0,100.0,932.0,1.0,1.0,100.0,,,,,808.0,2.0,2.0,100.0,820,2,2,100.0
